Ref_Date,GEO,ITEMS,Vector,Coordinate,Value
1993/08,Canada,Health and personal care,v41690920,1.7,89.2
1993/09,Canada,Health and personal care,v41690920,1.7,89.4
1993/10,Canada,Health and personal care,v41690920,1.7,89.7
1993/11,Canada,Health and personal care,v41690920,1.7,89.4
1993/12,Canada,Health and personal care,v41690920,1.7,89.7
1994/01,Canada,Health and personal care,v41690920,1.7,89.7
1994/02,Canada,Health and personal care,v41690920,1.7,90.0
1994/03,Canada,Health and personal care,v41690920,1.7,89.9
1994/04,Canada,Health and personal care,v41690920,1.7,90.0
1994/05,Canada,Health and personal care,v41690920,1.7,90.0
1994/06,Canada,Health and personal care,v41690920,1.7,89.9
1994/07,Canada,Health and personal care,v41690920,1.7,89.3
1994/08,Canada,Health and personal care,v41690920,1.7,89.4
1994/09,Canada,Health and personal care,v41690920,1.7,89.8
1994/10,Canada,Health and personal care,v41690920,1.7,89.6
1994/11,Canada,Health and personal care,v41690920,1.7,89.7
1994/12,Canada,Health and personal care,v41690920,1.7,89.6
1995/01,Canada,Health and personal care,v41690920,1.7,89.8
1995/02,Canada,Health and personal care,v41690920,1.7,89.7
1995/03,Canada,Health and personal care,v41690920,1.7,89.6
1995/04,Canada,Health and personal care,v41690920,1.7,89.4
1995/05,Canada,Health and personal care,v41690920,1.7,89.4
1995/06,Canada,Health and personal care,v41690920,1.7,89.4
1995/07,Canada,Health and personal care,v41690920,1.7,89.7
1995/08,Canada,Health and personal care,v41690920,1.7,89.7
1995/09,Canada,Health and personal care,v41690920,1.7,89.4
1995/10,Canada,Health and personal care,v41690920,1.7,89.6
1995/11,Canada,Health and personal care,v41690920,1.7,89.6
1995/12,Canada,Health and personal care,v41690920,1.7,89.7
1996/01,Canada,Health and personal care,v41690920,1.7,89.7
1996/02,Canada,Health and personal care,v41690920,1.7,89.7
1996/03,Canada,Health and personal care,v41690920,1.7,89.8
1996/04,Canada,Health and personal care,v41690920,1.7,89.9
1996/05,Canada,Health and personal care,v41690920,1.7,89.9
1996/06,Canada,Health and personal care,v41690920,1.7,90.0
1996/07,Canada,Health and personal care,v41690920,1.7,90.0
1996/08,Canada,Health and personal care,v41690920,1.7,90.2
1996/09,Canada,Health and personal care,v41690920,1.7,90.4
1996/10,Canada,Health and personal care,v41690920,1.7,90.4
1996/11,Canada,Health and personal care,v41690920,1.7,90.7
1996/12,Canada,Health and personal care,v41690920,1.7,90.7
1997/01,Canada,Health and personal care,v41690920,1.7,90.8
1997/02,Canada,Health and personal care,v41690920,1.7,91.1
1997/03,Canada,Health and personal care,v41690920,1.7,91.3
1997/04,Canada,Health and personal care,v41690920,1.7,91.6
1997/05,Canada,Health and personal care,v41690920,1.7,91.5
1997/06,Canada,Health and personal care,v41690920,1.7,91.9
1997/07,Canada,Health and personal care,v41690920,1.7,91.8
1997/08,Canada,Health and personal care,v41690920,1.7,91.8
1997/09,Canada,Health and personal care,v41690920,1.7,91.8
1997/10,Canada,Health and personal care,v41690920,1.7,92.0
1997/11,Canada,Health and personal care,v41690920,1.7,92.3
1997/12,Canada,Health and personal care,v41690920,1.7,92.6
1998/01,Canada,Health and personal care,v41690920,1.7,92.8
1998/02,Canada,Health and personal care,v41690920,1.7,92.8
1998/03,Canada,Health and personal care,v41690920,1.7,93.0
1998/04,Canada,Health and personal care,v41690920,1.7,93.1
1998/05,Canada,Health and personal care,v41690920,1.7,93.3
1998/06,Canada,Health and personal care,v41690920,1.7,93.5
1998/07,Canada,Health and personal care,v41690920,1.7,93.8
1998/08,Canada,Health and personal care,v41690920,1.7,93.9
1998/09,Canada,Health and personal care,v41690920,1.7,94.1
1998/10,Canada,Health and personal care,v41690920,1.7,94.1
1998/11,Canada,Health and personal care,v41690920,1.7,94.4
1998/12,Canada,Health and personal care,v41690920,1.7,94.4
1999/01,Canada,Health and personal care,v41690920,1.7,94.6
1999/02,Canada,Health and personal care,v41690920,1.7,94.6
1999/03,Canada,Health and personal care,v41690920,1.7,94.7
1999/04,Canada,Health and personal care,v41690920,1.7,95.1
1999/05,Canada,Health and personal care,v41690920,1.7,95.3
1999/06,Canada,Health and personal care,v41690920,1.7,95.4
1999/07,Canada,Health and personal care,v41690920,1.7,95.6
1999/08,Canada,Health and personal care,v41690920,1.7,95.7
1999/09,Canada,Health and personal care,v41690920,1.7,95.9
1999/10,Canada,Health and personal care,v41690920,1.7,95.8
1999/11,Canada,Health and personal care,v41690920,1.7,95.8
1999/12,Canada,Health and personal care,v41690920,1.7,96.1
2000/01,Canada,Health and personal care,v41690920,1.7,96.3
2000/02,Canada,Health and personal care,v41690920,1.7,96.3
2000/03,Canada,Health and personal care,v41690920,1.7,96.5
2000/04,Canada,Health and personal care,v41690920,1.7,96.4
2000/05,Canada,Health and personal care,v41690920,1.7,96.7
2000/06,Canada,Health and personal care,v41690920,1.7,96.6
2000/07,Canada,Health and personal care,v41690920,1.7,96.9
2000/08,Canada,Health and personal care,v41690920,1.7,97.3
2000/09,Canada,Health and personal care,v41690920,1.7,97.3
2000/10,Canada,Health and personal care,v41690920,1.7,97.6
2000/11,Canada,Health and personal care,v41690920,1.7,97.8
2000/12,Canada,Health and personal care,v41690920,1.7,97.8
2001/01,Canada,Health and personal care,v41690920,1.7,98.2
2001/02,Canada,Health and personal care,v41690920,1.7,98.4
2001/03,Canada,Health and personal care,v41690920,1.7,98.6
2001/04,Canada,Health and personal care,v41690920,1.7,98.6
2001/05,Canada,Health and personal care,v41690920,1.7,98.7
2001/06,Canada,Health and personal care,v41690920,1.7,99.2
2001/07,Canada,Health and personal care,v41690920,1.7,99.4
2001/08,Canada,Health and personal care,v41690920,1.7,98.8
2001/09,Canada,Health and personal care,v41690920,1.7,99.0
2001/10,Canada,Health and personal care,v41690920,1.7,99.5
2001/11,Canada,Health and personal care,v41690920,1.7,99.3
2001/12,Canada,Health and personal care,v41690920,1.7,99.3
2002/01,Canada,Health and personal care,v41690920,1.7,99.2
2002/02,Canada,Health and personal care,v41690920,1.7,99.5
2002/03,Canada,Health and personal care,v41690920,1.7,99.5
2002/04,Canada,Health and personal care,v41690920,1.7,99.7
2002/05,Canada,Health and personal care,v41690920,1.7,99.9
2002/06,Canada,Health and personal care,v41690920,1.7,100.2
2002/07,Canada,Health and personal care,v41690920,1.7,99.9
2002/08,Canada,Health and personal care,v41690920,1.7,100.1
2002/09,Canada,Health and personal care,v41690920,1.7,100.2
2002/10,Canada,Health and personal care,v41690920,1.7,100.5
2002/11,Canada,Health and personal care,v41690920,1.7,100.6
2002/12,Canada,Health and personal care,v41690920,1.7,100.7
2003/01,Canada,Health and personal care,v41690920,1.7,100.9
2003/02,Canada,Health and personal care,v41690920,1.7,101.0
2003/03,Canada,Health and personal care,v41690920,1.7,100.8
2003/04,Canada,Health and personal care,v41690920,1.7,101.0
2003/05,Canada,Health and personal care,v41690920,1.7,101.1
2003/06,Canada,Health and personal care,v41690920,1.7,100.9
2003/07,Canada,Health and personal care,v41690920,1.7,101.0
2003/08,Canada,Health and personal care,v41690920,1.7,101.7
2003/09,Canada,Health and personal care,v41690920,1.7,101.8
2003/10,Canada,Health and personal care,v41690920,1.7,101.8
2003/11,Canada,Health and personal care,v41690920,1.7,102.1
2003/12,Canada,Health and personal care,v41690920,1.7,102.1
2004/01,Canada,Health and personal care,v41690920,1.7,102.3
2004/02,Canada,Health and personal care,v41690920,1.7,102.2
2004/03,Canada,Health and personal care,v41690920,1.7,102.7
2004/04,Canada,Health and personal care,v41690920,1.7,102.8
2004/05,Canada,Health and personal care,v41690920,1.7,102.8
2004/06,Canada,Health and personal care,v41690920,1.7,102.9
2004/07,Canada,Health and personal care,v41690920,1.7,103.0
2004/08,Canada,Health and personal care,v41690920,1.7,102.8
2004/09,Canada,Health and personal care,v41690920,1.7,103.2
2004/10,Canada,Health and personal care,v41690920,1.7,103.1
2004/11,Canada,Health and personal care,v41690920,1.7,102.8
2004/12,Canada,Health and personal care,v41690920,1.7,103.4
2005/01,Canada,Health and personal care,v41690920,1.7,103.4
2005/02,Canada,Health and personal care,v41690920,1.7,103.8
2005/03,Canada,Health and personal care,v41690920,1.7,104.1
2005/04,Canada,Health and personal care,v41690920,1.7,104.4
2005/05,Canada,Health and personal care,v41690920,1.7,104.3
2005/06,Canada,Health and personal care,v41690920,1.7,104.6
2005/07,Canada,Health and personal care,v41690920,1.7,105.0
2005/08,Canada,Health and personal care,v41690920,1.7,105.0
2005/09,Canada,Health and personal care,v41690920,1.7,104.8
2005/10,Canada,Health and personal care,v41690920,1.7,105.0
2005/11,Canada,Health and personal care,v41690920,1.7,105.2
2005/12,Canada,Health and personal care,v41690920,1.7,105.4
2006/01,Canada,Health and personal care,v41690920,1.7,105.4
2006/02,Canada,Health and personal care,v41690920,1.7,105.5
2006/03,Canada,Health and personal care,v41690920,1.7,105.7
2006/04,Canada,Health and personal care,v41690920,1.7,105.7
2006/05,Canada,Health and personal care,v41690920,1.7,105.8
2006/06,Canada,Health and personal care,v41690920,1.7,105.9
2006/07,Canada,Health and personal care,v41690920,1.7,105.7
2006/08,Canada,Health and personal care,v41690920,1.7,105.6
2006/09,Canada,Health and personal care,v41690920,1.7,106.0
2006/10,Canada,Health and personal care,v41690920,1.7,106.2
2006/11,Canada,Health and personal care,v41690920,1.7,106.4
2006/12,Canada,Health and personal care,v41690920,1.7,106.4
2007/01,Canada,Health and personal care,v41690920,1.7,106.6
2007/02,Canada,Health and personal care,v41690920,1.7,106.7
2007/03,Canada,Health and personal care,v41690920,1.7,106.6
2007/04,Canada,Health and personal care,v41690920,1.7,106.7
2007/05,Canada,Health and personal care,v41690920,1.7,107.0
2007/06,Canada,Health and personal care,v41690920,1.7,107.5
2007/07,Canada,Health and personal care,v41690920,1.7,107.5
2007/08,Canada,Health and personal care,v41690920,1.7,107.6
2007/09,Canada,Health and personal care,v41690920,1.7,107.6
2007/10,Canada,Health and personal care,v41690920,1.7,107.7
2007/11,Canada,Health and personal care,v41690920,1.7,107.7
2007/12,Canada,Health and personal care,v41690920,1.7,107.9
2008/01,Canada,Health and personal care,v41690920,1.7,107.8
2008/02,Canada,Health and personal care,v41690920,1.7,107.9
2008/03,Canada,Health and personal care,v41690920,1.7,108.3
2008/04,Canada,Health and personal care,v41690920,1.7,108.3
2008/05,Canada,Health and personal care,v41690920,1.7,108.3
2008/06,Canada,Health and personal care,v41690920,1.7,108.3
2008/07,Canada,Health and personal care,v41690920,1.7,108.4
2008/08,Canada,Health and personal care,v41690920,1.7,109.3
2008/09,Canada,Health and personal care,v41690920,1.7,109.2
2008/10,Canada,Health and personal care,v41690920,1.7,109.3
2008/11,Canada,Health and personal care,v41690920,1.7,109.9
2008/12,Canada,Health and personal care,v41690920,1.7,110.1
2009/01,Canada,Health and personal care,v41690920,1.7,110.6
2009/02,Canada,Health and personal care,v41690920,1.7,110.7
2009/03,Canada,Health and personal care,v41690920,1.7,110.9
2009/04,Canada,Health and personal care,v41690920,1.7,111.0
2009/05,Canada,Health and personal care,v41690920,1.7,111.9
2009/06,Canada,Health and personal care,v41690920,1.7,112.5
2009/07,Canada,Health and personal care,v41690920,1.7,112.5
2009/08,Canada,Health and personal care,v41690920,1.7,112.2
2009/09,Canada,Health and personal care,v41690920,1.7,113.5
2009/10,Canada,Health and personal care,v41690920,1.7,113.0
2009/11,Canada,Health and personal care,v41690920,1.7,113.4
2009/12,Canada,Health and personal care,v41690920,1.7,113.4
2010/01,Canada,Health and personal care,v41690920,1.7,114.1
2010/02,Canada,Health and personal care,v41690920,1.7,114.0
2010/03,Canada,Health and personal care,v41690920,1.7,113.7
2010/04,Canada,Health and personal care,v41690920,1.7,114.4
2010/05,Canada,Health and personal care,v41690920,1.7,114.3
2010/06,Canada,Health and personal care,v41690920,1.7,114.5
2010/07,Canada,Health and personal care,v41690920,1.7,115.8
2010/08,Canada,Health and personal care,v41690920,1.7,116.1
2010/09,Canada,Health and personal care,v41690920,1.7,116.0
2010/10,Canada,Health and personal care,v41690920,1.7,116.2
2010/11,Canada,Health and personal care,v41690920,1.7,116.0
2010/12,Canada,Health and personal care,v41690920,1.7,116.1
2011/01,Canada,Health and personal care,v41690920,1.7,116.0
2011/02,Canada,Health and personal care,v41690920,1.7,116.2
2011/03,Canada,Health and personal care,v41690920,1.7,116.7
2011/04,Canada,Health and personal care,v41690920,1.7,116.9
2011/05,Canada,Health and personal care,v41690920,1.7,116.9
2011/06,Canada,Health and personal care,v41690920,1.7,116.7
2011/07,Canada,Health and personal care,v41690920,1.7,116.9
2011/08,Canada,Health and personal care,v41690920,1.7,117.3
2011/09,Canada,Health and personal care,v41690920,1.7,117.5
2011/10,Canada,Health and personal care,v41690920,1.7,117.6
2011/11,Canada,Health and personal care,v41690920,1.7,117.8
2011/12,Canada,Health and personal care,v41690920,1.7,118.3
2012/01,Canada,Health and personal care,v41690920,1.7,118.2
2012/02,Canada,Health and personal care,v41690920,1.7,118.5
2012/03,Canada,Health and personal care,v41690920,1.7,118.6
2012/04,Canada,Health and personal care,v41690920,1.7,118.5
2012/05,Canada,Health and personal care,v41690920,1.7,118.6
2012/06,Canada,Health and personal care,v41690920,1.7,118.7
2012/07,Canada,Health and personal care,v41690920,1.7,118.6
2012/08,Canada,Health and personal care,v41690920,1.7,119.6
2012/09,Canada,Health and personal care,v41690920,1.7,118.5
2012/10,Canada,Health and personal care,v41690920,1.7,118.8
2012/11,Canada,Health and personal care,v41690920,1.7,118.7
2012/12,Canada,Health and personal care,v41690920,1.7,118.8
2013/01,Canada,Health and personal care,v41690920,1.7,118.6
2013/02,Canada,Health and personal care,v41690920,1.7,118.6
2013/03,Canada,Health and personal care,v41690920,1.7,118.6
2013/04,Canada,Health and personal care,v41690920,1.7,118.3
2013/05,Canada,Health and personal care,v41690920,1.7,118.0
2013/06,Canada,Health and personal care,v41690920,1.7,118.2
2013/07,Canada,Health and personal care,v41690920,1.7,118.1
2013/08,Canada,Health and personal care,v41690920,1.7,118.1
2013/09,Canada,Health and personal care,v41690920,1.7,118.4
2013/10,Canada,Health and personal care,v41690920,1.7,118.1
2013/11,Canada,Health and personal care,v41690920,1.7,118.0
2013/12,Canada,Health and personal care,v41690920,1.7,118.2
2014/01,Canada,Health and personal care,v41690920,1.7,118.3
2014/02,Canada,Health and personal care,v41690920,1.7,118.4
2014/03,Canada,Health and personal care,v41690920,1.7,118.4
2014/04,Canada,Health and personal care,v41690920,1.7,118.6
2014/05,Canada,Health and personal care,v41690920,1.7,118.9
2014/06,Canada,Health and personal care,v41690920,1.7,118.8
2014/07,Canada,Health and personal care,v41690920,1.7,119.1
2014/08,Canada,Health and personal care,v41690920,1.7,119.2
2014/09,Canada,Health and personal care,v41690920,1.7,119.3
2014/10,Canada,Health and personal care,v41690920,1.7,119.0
2014/11,Canada,Health and personal care,v41690920,1.7,119.8
2014/12,Canada,Health and personal care,v41690920,1.7,119.8
2015/01,Canada,Health and personal care,v41690920,1.7,119.9
2015/02,Canada,Health and personal care,v41690920,1.7,120.1
2015/03,Canada,Health and personal care,v41690920,1.7,119.9
2015/04,Canada,Health and personal care,v41690920,1.7,119.9
2015/05,Canada,Health and personal care,v41690920,1.7,120.4
2015/06,Canada,Health and personal care,v41690920,1.7,120.4
2015/07,Canada,Health and personal care,v41690920,1.7,120.7
2015/08,Canada,Health and personal care,v41690920,1.7,120.5
2015/09,Canada,Health and personal care,v41690920,1.7,120.7
2015/10,Canada,Health and personal care,v41690920,1.7,120.9
2015/11,Canada,Health and personal care,v41690920,1.7,121.5
2015/12,Canada,Health and personal care,v41690920,1.7,121.2
2016/01,Canada,Health and personal care,v41690920,1.7,121.4
2016/02,Canada,Health and personal care,v41690920,1.7,121.4
2016/03,Canada,Health and personal care,v41690920,1.7,121.8
2016/04,Canada,Health and personal care,v41690920,1.7,122.0
2016/05,Canada,Health and personal care,v41690920,1.7,122.0
2016/06,Canada,Health and personal care,v41690920,1.7,122.1
2016/07,Canada,Health and personal care,v41690920,1.7,122.1
2016/08,Canada,Health and personal care,v41690920,1.7,122.7
2016/09,Canada,Health and personal care,v41690920,1.7,122.5
2016/10,Canada,Health and personal care,v41690920,1.7,122.9
2016/11,Canada,Health and personal care,v41690920,1.7,122.8
2016/12,Canada,Health and personal care,v41690920,1.7,122.9
2017/01,Canada,Health and personal care,v41690920,1.7,123.2
2017/02,Canada,Health and personal care,v41690920,1.7,123.4
2017/03,Canada,Health and personal care,v41690920,1.7,123.8
2017/04,Canada,Health and personal care,v41690920,1.7,123.9
2017/05,Canada,Health and personal care,v41690920,1.7,123.8
2017/06,Canada,Health and personal care,v41690920,1.7,124.3
2017/07,Canada,Health and personal care,v41690920,1.7,124.7
2017/08,Canada,Health and personal care,v41690920,1.7,124.9
2017/09,Canada,Health and personal care,v41690920,1.7,124.7
2017/10,Canada,Health and personal care,v41690920,1.7,125.3
"1992/01,Canada,""Recreation, education and reading"",v41690921,1.8,78.9"
"1992/02,Canada,""Recreation, education and reading"",v41690921,1.8,78.9"
"1992/03,Canada,""Recreation, education and reading"",v41690921,1.8,79.0"
"1992/04,Canada,""Recreation, education and reading"",v41690921,1.8,78.8"
"1992/05,Canada,""Recreation, education and reading"",v41690921,1.8,78.9"
"1992/06,Canada,""Recreation, education and reading"",v41690921,1.8,79.0"
"1992/07,Canada,""Recreation, education and reading"",v41690921,1.8,79.2"
"1992/08,Canada,""Recreation, education and reading"",v41690921,1.8,79.2"
"1992/09,Canada,""Recreation, education and reading"",v41690921,1.8,79.2"
"1992/10,Canada,""Recreation, education and reading"",v41690921,1.8,79.3"
"1992/11,Canada,""Recreation, education and reading"",v41690921,1.8,79.7"
"1992/12,Canada,""Recreation, education and reading"",v41690921,1.8,79.8"
"1993/01,Canada,""Recreation, education and reading"",v41690921,1.8,80.2"
"1993/02,Canada,""Recreation, education and reading"",v41690921,1.8,80.3"
"1993/03,Canada,""Recreation, education and reading"",v41690921,1.8,80.3"
"1993/04,Canada,""Recreation, education and reading"",v41690921,1.8,80.8"
"1993/05,Canada,""Recreation, education and reading"",v41690921,1.8,80.7"
"1993/06,Canada,""Recreation, education and reading"",v41690921,1.8,81.0"
"1993/07,Canada,""Recreation, education and reading"",v41690921,1.8,80.9"
"1993/08,Canada,""Recreation, education and reading"",v41690921,1.8,81.1"
"1993/09,Canada,""Recreation, education and reading"",v41690921,1.8,81.3"
"1993/10,Canada,""Recreation, education and reading"",v41690921,1.8,81.7"
"1993/11,Canada,""Recreation, education and reading"",v41690921,1.8,81.9"
"1993/12,Canada,""Recreation, education and reading"",v41690921,1.8,82.3"
"1994/01,Canada,""Recreation, education and reading"",v41690921,1.8,82.6"
"1994/02,Canada,""Recreation, education and reading"",v41690921,1.8,82.8"
"1994/03,Canada,""Recreation, education and reading"",v41690921,1.8,83.0"
"1994/04,Canada,""Recreation, education and reading"",v41690921,1.8,83.1"
"1994/05,Canada,""Recreation, education and reading"",v41690921,1.8,83.0"
"1994/06,Canada,""Recreation, education and reading"",v41690921,1.8,83.1"
"1994/07,Canada,""Recreation, education and reading"",v41690921,1.8,83.0"
"1994/08,Canada,""Recreation, education and reading"",v41690921,1.8,83.3"
"1994/09,Canada,""Recreation, education and reading"",v41690921,1.8,83.8"
"1994/10,Canada,""Recreation, education and reading"",v41690921,1.8,84.1"
"1994/11,Canada,""Recreation, education and reading"",v41690921,1.8,84.6"
"1994/12,Canada,""Recreation, education and reading"",v41690921,1.8,85.1"
"1995/01,Canada,""Recreation, education and reading"",v41690921,1.8,85.1"
"1995/02,Canada,""Recreation, education and reading"",v41690921,1.8,85.5"
"1995/03,Canada,""Recreation, education and reading"",v41690921,1.8,86.0"
"1995/04,Canada,""Recreation, education and reading"",v41690921,1.8,86.2"
"1995/05,Canada,""Recreation, education and reading"",v41690921,1.8,86.4"
"1995/06,Canada,""Recreation, education and reading"",v41690921,1.8,86.6"
"1995/07,Canada,""Recreation, education and reading"",v41690921,1.8,87.2"
"1995/08,Canada,""Recreation, education and reading"",v41690921,1.8,87.2"
"1995/09,Canada,""Recreation, education and reading"",v41690921,1.8,87.3"
"1995/10,Canada,""Recreation, education and reading"",v41690921,1.8,87.1"
"1995/11,Canada,""Recreation, education and reading"",v41690921,1.8,88.1"
"1995/12,Canada,""Recreation, education and reading"",v41690921,1.8,87.2"
"1996/01,Canada,""Recreation, education and reading"",v41690921,1.8,87.6"
"1996/02,Canada,""Recreation, education and reading"",v41690921,1.8,87.6"
"1996/03,Canada,""Recreation, education and reading"",v41690921,1.8,87.7"
"1996/04,Canada,""Recreation, education and reading"",v41690921,1.8,88.0"
"1996/05,Canada,""Recreation, education and reading"",v41690921,1.8,88.3"
"1996/06,Canada,""Recreation, education and reading"",v41690921,1.8,88.4"
"1996/07,Canada,""Recreation, education and reading"",v41690921,1.8,89.1"
"1996/08,Canada,""Recreation, education and reading"",v41690921,1.8,89.4"
"1996/09,Canada,""Recreation, education and reading"",v41690921,1.8,89.5"
"1996/10,Canada,""Recreation, education and reading"",v41690921,1.8,89.7"
"1996/11,Canada,""Recreation, education and reading"",v41690921,1.8,89.7"
"1996/12,Canada,""Recreation, education and reading"",v41690921,1.8,90.0"
"1997/01,Canada,""Recreation, education and reading"",v41690921,1.8,90.3"
"1997/02,Canada,""Recreation, education and reading"",v41690921,1.8,90.2"
"1997/03,Canada,""Recreation, education and reading"",v41690921,1.8,90.6"
"1997/04,Canada,""Recreation, education and reading"",v41690921,1.8,90.6"
"1997/05,Canada,""Recreation, education and reading"",v41690921,1.8,90.6"
"1997/06,Canada,""Recreation, education and reading"",v41690921,1.8,91.5"
"1997/07,Canada,""Recreation, education and reading"",v41690921,1.8,90.9"
"1997/08,Canada,""Recreation, education and reading"",v41690921,1.8,91.1"
"1997/09,Canada,""Recreation, education and reading"",v41690921,1.8,91.4"
"1997/10,Canada,""Recreation, education and reading"",v41690921,1.8,91.5"
"1997/11,Canada,""Recreation, education and reading"",v41690921,1.8,91.4"
"1997/12,Canada,""Recreation, education and reading"",v41690921,1.8,91.6"
"1998/01,Canada,""Recreation, education and reading"",v41690921,1.8,92.1"
"1998/02,Canada,""Recreation, education and reading"",v41690921,1.8,92.9"
"1998/03,Canada,""Recreation, education and reading"",v41690921,1.8,92.9"
"1998/04,Canada,""Recreation, education and reading"",v41690921,1.8,92.9"
"1998/05,Canada,""Recreation, education and reading"",v41690921,1.8,93.3"
"1998/06,Canada,""Recreation, education and reading"",v41690921,1.8,93.2"
"1998/07,Canada,""Recreation, education and reading"",v41690921,1.8,93.0"
"1998/08,Canada,""Recreation, education and reading"",v41690921,1.8,93.1"
"1998/09,Canada,""Recreation, education and reading"",v41690921,1.8,92.9"
"1998/10,Canada,""Recreation, education and reading"",v41690921,1.8,93.3"
"1998/11,Canada,""Recreation, education and reading"",v41690921,1.8,93.3"
"1998/12,Canada,""Recreation, education and reading"",v41690921,1.8,93.5"
"1999/01,Canada,""Recreation, education and reading"",v41690921,1.8,93.4"
"1999/02,Canada,""Recreation, education and reading"",v41690921,1.8,93.5"
"1999/03,Canada,""Recreation, education and reading"",v41690921,1.8,93.6"
"1999/04,Canada,""Recreation, education and reading"",v41690921,1.8,93.9"
"1999/05,Canada,""Recreation, education and reading"",v41690921,1.8,94.2"
"1999/06,Canada,""Recreation, education and reading"",v41690921,1.8,94.6"
"1999/07,Canada,""Recreation, education and reading"",v41690921,1.8,94.8"
"1999/08,Canada,""Recreation, education and reading"",v41690921,1.8,95.0"
"1999/09,Canada,""Recreation, education and reading"",v41690921,1.8,95.5"
"1999/10,Canada,""Recreation, education and reading"",v41690921,1.8,95.6"
"1999/11,Canada,""Recreation, education and reading"",v41690921,1.8,95.9"
"1999/12,Canada,""Recreation, education and reading"",v41690921,1.8,95.9"
"2000/01,Canada,""Recreation, education and reading"",v41690921,1.8,95.9"
"2000/02,Canada,""Recreation, education and reading"",v41690921,1.8,96.0"
"2000/03,Canada,""Recreation, education and reading"",v41690921,1.8,96.3"
"2000/04,Canada,""Recreation, education and reading"",v41690921,1.8,96.4"
"2000/05,Canada,""Recreation, education and reading"",v41690921,1.8,96.6"
"2000/06,Canada,""Recreation, education and reading"",v41690921,1.8,97.1"
"2000/07,Canada,""Recreation, education and reading"",v41690921,1.8,97.3"
"2000/08,Canada,""Recreation, education and reading"",v41690921,1.8,97.4"
"2000/09,Canada,""Recreation, education and reading"",v41690921,1.8,97.5"
"2000/10,Canada,""Recreation, education and reading"",v41690921,1.8,97.7"
"2000/11,Canada,""Recreation, education and reading"",v41690921,1.8,97.7"
"2000/12,Canada,""Recreation, education and reading"",v41690921,1.8,97.9"
"2001/01,Canada,""Recreation, education and reading"",v41690921,1.8,98.2"
"2001/02,Canada,""Recreation, education and reading"",v41690921,1.8,98.2"
"2001/03,Canada,""Recreation, education and reading"",v41690921,1.8,98.3"
"2001/04,Canada,""Recreation, education and reading"",v41690921,1.8,98.6"
"2001/05,Canada,""Recreation, education and reading"",v41690921,1.8,98.6"
"2001/06,Canada,""Recreation, education and reading"",v41690921,1.8,98.6"
"2001/07,Canada,""Recreation, education and reading"",v41690921,1.8,98.5"
"2001/08,Canada,""Recreation, education and reading"",v41690921,1.8,98.6"
"2001/09,Canada,""Recreation, education and reading"",v41690921,1.8,98.4"
"2001/10,Canada,""Recreation, education and reading"",v41690921,1.8,98.0"
"2001/11,Canada,""Recreation, education and reading"",v41690921,1.8,98.2"
"2001/12,Canada,""Recreation, education and reading"",v41690921,1.8,98.6"
"2002/01,Canada,""Recreation, education and reading"",v41690921,1.8,98.7"
"2002/02,Canada,""Recreation, education and reading"",v41690921,1.8,99.1"
"2002/03,Canada,""Recreation, education and reading"",v41690921,1.8,99.3"
"2002/04,Canada,""Recreation, education and reading"",v41690921,1.8,99.3"
"2002/05,Canada,""Recreation, education and reading"",v41690921,1.8,99.8"
"2002/06,Canada,""Recreation, education and reading"",v41690921,1.8,99.9"
"2002/07,Canada,""Recreation, education and reading"",v41690921,1.8,100.4"
"2002/08,Canada,""Recreation, education and reading"",v41690921,1.8,100.5"
"2002/09,Canada,""Recreation, education and reading"",v41690921,1.8,100.5"
"2002/10,Canada,""Recreation, education and reading"",v41690921,1.8,100.5"
"2002/11,Canada,""Recreation, education and reading"",v41690921,1.8,100.9"
"2002/12,Canada,""Recreation, education and reading"",v41690921,1.8,100.9"
"2003/01,Canada,""Recreation, education and reading"",v41690921,1.8,101.1"
"2003/02,Canada,""Recreation, education and reading"",v41690921,1.8,101.4"
"2003/03,Canada,""Recreation, education and reading"",v41690921,1.8,100.7"
"2003/04,Canada,""Recreation, education and reading"",v41690921,1.8,100.5"
"2003/05,Canada,""Recreation, education and reading"",v41690921,1.8,100.3"
"2003/06,Canada,""Recreation, education and reading"",v41690921,1.8,100.4"
"2003/07,Canada,""Recreation, education and reading"",v41690921,1.8,100.2"
"2003/08,Canada,""Recreation, education and reading"",v41690921,1.8,100.4"
"2003/09,Canada,""Recreation, education and reading"",v41690921,1.8,100.7"
"2003/10,Canada,""Recreation, education and reading"",v41690921,1.8,101.0"
"2003/11,Canada,""Recreation, education and reading"",v41690921,1.8,101.3"
"2003/12,Canada,""Recreation, education and reading"",v41690921,1.8,101.0"
"2004/01,Canada,""Recreation, education and reading"",v41690921,1.8,100.9"
"2004/02,Canada,""Recreation, education and reading"",v41690921,1.8,101.0"
"2004/03,Canada,""Recreation, education and reading"",v41690921,1.8,101.2"
"2004/04,Canada,""Recreation, education and reading"",v41690921,1.8,101.1"
"2004/05,Canada,""Recreation, education and reading"",v41690921,1.8,101.2"
"2004/06,Canada,""Recreation, education and reading"",v41690921,1.8,101.2"
"2004/07,Canada,""Recreation, education and reading"",v41690921,1.8,101.1"
"2004/08,Canada,""Recreation, education and reading"",v41690921,1.8,100.9"
"2004/09,Canada,""Recreation, education and reading"",v41690921,1.8,101.1"
